NDC5_4,PRODUCTTYPENAME,PROPRIETARYNAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,isgeneric,isoral
000236498,HUMAN PRESCRIPTION DRUG,ubrelvy,ubrogepant,TABLET,ORAL,0,1
000236501,HUMAN PRESCRIPTION DRUG,ubrelvy,ubrogepant,TABLET,ORAL,0,1
000241171,HUMAN PRESCRIPTION DRUG,plavix,clopidogrel,TABLET,ORAL,0,1
000241332,HUMAN PRESCRIPTION DRUG,plavix,clopidogrel,TABLET,ORAL,0,1
000241596,HUMAN PRESCRIPTION DRUG,primaquine phosphate,primaquine phosphate,TABLET,ORAL,1,1
000244142,HUMAN PRESCRIPTION DRUG,multaq,dronedarone,TABLET,ORAL,0,1
000244512,HUMAN PRESCRIPTION DRUG,fexinidazole,fexinidazole,TABLET,ORAL,1,1
000245401,HUMAN PRESCRIPTION DRUG,ambien,zolpidem tartrate,TABLET,ORAL,0,1
000245421,HUMAN PRESCRIPTION DRUG,ambien,zolpidem tartrate,TABLET,ORAL,0,1
000245501,HUMAN PRESCRIPTION DRUG,ambien,zolpidem tartrate,TABLET,ORAL,0,1
000245521,HUMAN PRESCRIPTION DRUG,ambien,zolpidem tartrate,TABLET,ORAL,0,1
000245747,HUMAN PRESCRIPTION DRUG,adlyxin,lixisenatide,INJECTION,SUBCUTANEOUS,0,0
000245761,HUMAN PRESCRIPTION DRUG,soliqua 100/33,insulin glargine and lixisenatide,INJECTION,SUBCUTANEOUS,0,0
000245837,HUMAN PRESCRIPTION DRUG,flomax,tamsulosin hydrochloride,CAPSULE,ORAL,0,1
000245850,HUMAN PRESCRIPTION DRUG,avapro,irbesartan,TABLET,ORAL,0,1
000245851,HUMAN PRESCRIPTION DRUG,avapro,irbesartan,TABLET,ORAL,0,1
000245852,HUMAN PRESCRIPTION DRUG,avapro,irbesartan,TABLET,ORAL,0,1
000245855,HUMAN PRESCRIPTION DRUG,avalide,irbesartan and hydrochlorothiazide,TABLET,ORAL,0,1
000245856,HUMAN PRESCRIPTION DRUG,avalide,irbesartan and hydrochlorothiazide,TABLET,ORAL,0,1
000245862,HUMAN PRESCRIPTION DRUG,mozobil,plerixafor,INJECTION,SUBCUTANEOUS,0,0
000245869,HUMAN PRESCRIPTION DRUG,toujeo,insulin glargine,INJECTION,SUBCUTANEOUS,0,0
000245871,HUMAN PRESCRIPTION DRUG,toujeo max,insulin glargine,INJECTION,SUBCUTANEOUS,0,0
000245901,HUMAN PRESCRIPTION DRUG,praluent,alirocumab,INJECTION,SUBCUTANEOUS,0,0
000245902,HUMAN PRESCRIPTION DRUG,praluent,alirocumab,INJECTION,SUBCUTANEOUS,0,0
000245903,HUMAN PRESCRIPTION DRUG,praluent,alirocumab,INJECTION,SUBCUTANEOUS,0,0
000245904,HUMAN PRESCRIPTION DRUG,praluent,alirocumab,INJECTION,SUBCUTANEOUS,0,0
000245908,HUMAN PRESCRIPTION DRUG,kevzara,sarilumab,INJECTION,SUBCUTANEOUS,0,0
000245910,HUMAN PRESCRIPTION DRUG,kevzara,sarilumab,INJECTION,SUBCUTANEOUS,0,0
000245911,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245914,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245915,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245916,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245918,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245919,HUMAN PRESCRIPTION DRUG,dupixent,dupilumab,INJECTION,SUBCUTANEOUS,0,0
000245920,HUMAN PRESCRIPTION DRUG,kevzara,sarilumab,INJECTION,SUBCUTANEOUS,0,0
000245922,HUMAN PRESCRIPTION DRUG,kevzara,sarilumab,INJECTION,SUBCUTANEOUS,0,0
000245925,HUMAN PRESCRIPTION DRUG,admelog,insulin lispro,INJECTION,SUBCUTANEOUS,0,0
000250061,HUMAN PRESCRIPTION DRUG,lomotil,diphenoxylate hydrochloride and atropine sulfate,TABLET,ORAL,0,1
000251001,HUMAN PRESCRIPTION DRUG,aldactone,spironolactone,TABLET,ORAL,0,1
000251011,HUMAN PRESCRIPTION DRUG,aldactazide,spironolactone and hydrochlorothiazide,TABLET,ORAL,0,1
000251021,HUMAN PRESCRIPTION DRUG,aldactazide,spironolactone and hydrochlorothiazide,TABLET,ORAL,0,1
000251031,HUMAN PRESCRIPTION DRUG,aldactone,spironolactone,TABLET,ORAL,0,1
000251041,HUMAN PRESCRIPTION DRUG,aldactone,spironolactone,TABLET,ORAL,0,1
000251381,HUMAN PRESCRIPTION DRUG,daypro,oxaprozin,TABLET,ORAL,0,1
000251411,HUMAN PRESCRIPTION DRUG,arthrotec,diclofenac sodium and misoprostol,TABLET,ORAL,0,1
000251421,HUMAN PRESCRIPTION DRUG,arthrotec,diclofenac sodium and misoprostol,TABLET,ORAL,0,1
000251451,HUMAN PRESCRIPTION DRUG,cytotec,misoprostol,TABLET,ORAL,0,1
000251461,HUMAN PRESCRIPTION DRUG,cytotec,misoprostol,TABLET,ORAL,0,1
000251515,HUMAN PRESCRIPTION DRUG,celebrex,celecoxib,CAPSULE,ORAL,0,1
000251520,HUMAN PRESCRIPTION DRUG,celebrex,celecoxib,CAPSULE,ORAL,0,1
000251525,HUMAN PRESCRIPTION DRUG,celebrex,celecoxib,CAPSULE,ORAL,0,1
000251530,HUMAN PRESCRIPTION DRUG,celebrex,celecoxib,CAPSULE,ORAL,0,1
000251710,HUMAN PRESCRIPTION DRUG,inspra,eplerenone,TABLET,ORAL,0,1
000251720,HUMAN PRESCRIPTION DRUG,inspra,eplerenone,TABLET,ORAL,0,1
000251942,HUMAN PRESCRIPTION DRUG,flagyl,metronidazole,CAPSULE,ORAL,0,1
000252712,HUMAN PRESCRIPTION DRUG,calan sr,verapamil hydrochloride,TABLET,ORAL,0,1
000252732,HUMAN PRESCRIPTION DRUG,norpace cr,disopyramide phosphate,CAPSULE,ORAL,0,1
000252742,HUMAN PRESCRIPTION DRUG,norpace cr,disopyramide phosphate,CAPSULE,ORAL,0,1
000252752,HUMAN PRESCRIPTION DRUG,norpace,disopyramide phosphate,CAPSULE,ORAL,0,1
000252762,HUMAN PRESCRIPTION DRUG,norpace,disopyramide phosphate,CAPSULE,ORAL,0,1
000252818,HUMAN PRESCRIPTION DRUG,calan sr,verapamil hydrochloride,TABLET,ORAL,0,1
000252924,HUMAN PRESCRIPTION DRUG,calan sr,verapamil hydrochloride,TABLET,ORAL,0,1
000321203,HUMAN PRESCRIPTION DRUG,creon,pancrelipase,CAPSULE,ORAL,0,1
000321206,HUMAN PRESCRIPTION DRUG,creon,pancrelipase,CAPSULE,ORAL,0,1
000321212,HUMAN PRESCRIPTION DRUG,creon,pancrelipase,CAPSULE,ORAL,0,1
000321224,HUMAN PRESCRIPTION DRUG,creon,pancrelipase,CAPSULE,ORAL,0,1
000323016,HUMAN PRESCRIPTION DRUG,creon,pancrelipase,CAPSULE,ORAL,0,1
000370022,HUMAN PRESCRIPTION DRUG,sfrowasa,mesalamine,SUSPENSION,RECTAL,0,0
000370066,HUMAN PRESCRIPTION DRUG,rowasa,mesalamine,SUSPENSION,RECTAL,0,0
000370430,HUMAN PRESCRIPTION DRUG,felbatol,felbamate,TABLET,ORAL,0,1
000370431,HUMAN PRESCRIPTION DRUG,felbatol,felbamate,TABLET,ORAL,0,1
000370442,HUMAN PRESCRIPTION DRUG,felbatol,felbamate,SUSPENSION,ORAL,0,1
000370678,HUMAN PRESCRIPTION DRUG,gastrocrom,cromolyn sodium,LIQUID,ORAL,0,1
000372001,HUMAN PRESCRIPTION DRUG,soma,carisoprodol,TABLET,ORAL,0,1
000372250,HUMAN PRESCRIPTION DRUG,soma,carisoprodol,TABLET,ORAL,0,1
000374401,HUMAN PRESCRIPTION DRUG,depen,penicillamine,TABLET,ORAL,0,1
000376010,HUMAN PRESCRIPTION DRUG,edluar,zolpidem tartrate,TABLET,ORAL,0,1
000376050,HUMAN PRESCRIPTION DRUG,edluar,zolpidem tartrate,TABLET,ORAL,0,1
000376321,HUMAN PRESCRIPTION DRUG,urelle,"hyoscyamine sulfate, methenamine, methylene blue, phenyl salicylate, and sodium phosphate, monobasic, monohydrate",TABLET,ORAL,0,1
000376822,HUMAN PRESCRIPTION DRUG,proctofoam,pramoxine hydrochloride hydrocortisone acetate,AEROSOL,TOPICAL,0,0
000376824,HUMAN PRESCRIPTION DRUG,epifoam,pramoxine hydrochloride and hydrocortisone acetate,AEROSOL,TOPICAL,0,0
000376830,HUMAN PRESCRIPTION DRUG,cortifoam,hydrocortisone acetate,AEROSOL,TOPICAL,0,0
000376860,HUMAN PRESCRIPTION DRUG,dipentum,olsalazine sodium,CAPSULE,ORAL,0,1
000379001,HUMAN PRESCRIPTION DRUG,levsin,hyoscyamine sulfate,INJECTION,SUBCUTANEOUS,0,0
000390221,HUMAN PRESCRIPTION DRUG,amaryl,glimepiride,TABLET,ORAL,0,1
000390222,HUMAN PRESCRIPTION DRUG,amaryl,glimepiride,TABLET,ORAL,0,1
000390223,HUMAN PRESCRIPTION DRUG,amaryl,glimepiride,TABLET,ORAL,0,1
000461100,HUMAN PRESCRIPTION DRUG,premarin,"estrogens, conjugated",TABLET,ORAL,0,1
000461101,HUMAN PRESCRIPTION DRUG,premarin,"estrogens, conjugated",TABLET,ORAL,0,1
000461102,HUMAN PRESCRIPTION DRUG,premarin,"estrogens, conjugated",TABLET,ORAL,0,1
000461103,HUMAN PRESCRIPTION DRUG,premarin,"estrogens, conjugated",TABLET,ORAL,0,1
000461104,HUMAN PRESCRIPTION DRUG,premarin,"estrogens, conjugated",TABLET,ORAL,0,1
000461105,HUMAN PRESCRIPTION DRUG,prempro,conjugated estrogens and medroxyprogesterone acetate,TABLET,ORAL,0,1
000461106,HUMAN PRESCRIPTION DRUG,prempro,conjugated estrogens and medroxyprogesterone acetate,TABLET,ORAL,0,1
000461107,HUMAN PRESCRIPTION DRUG,prempro,conjugated estrogens and medroxyprogesterone acetate,TABLET,ORAL,0,1
000461108,HUMAN PRESCRIPTION DRUG,prempro,conjugated estrogens and medroxyprogesterone acetate,TABLET,ORAL,0,1
000490052,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone hydrochloride,CAPSULE,ORAL,0,1
000490054,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone hydrochloride,CAPSULE,ORAL,0,1
000490056,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone hydrochloride,CAPSULE,ORAL,0,1
000490058,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone hydrochloride,CAPSULE,ORAL,0,1
000490170,HUMAN PRESCRIPTION DRUG,glucotrol,glipizide,TABLET,ORAL,0,1
000490174,HUMAN PRESCRIPTION DRUG,glucotrol,glipizide,TABLET,ORAL,0,1
000490178,HUMAN PRESCRIPTION DRUG,glucotrol,glipizide,TABLET,ORAL,0,1
000490352,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone,CAPSULE,ORAL,0,1
000490356,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone,CAPSULE,ORAL,0,1
000490358,HUMAN PRESCRIPTION DRUG,geodon,ziprasidone,CAPSULE,ORAL,0,1
000492040,HUMAN PRESCRIPTION DRUG,cardura,doxazosin,TABLET,ORAL,0,1
000492330,HUMAN PRESCRIPTION DRUG,relpax,eletriptan hydrobromide,TABLET,ORAL,0,1
000492340,HUMAN PRESCRIPTION DRUG,relpax,eletriptan hydrobromide,TABLET,ORAL,0,1
000492410,HUMAN PRESCRIPTION DRUG,cardura,doxazosin,TABLET,ORAL,0,1
000492512,HUMAN PRESCRIPTION DRUG,cardura,doxazosin,TABLET,ORAL,0,1
000492614,HUMAN PRESCRIPTION DRUG,cardura,doxazosin,TABLET,ORAL,0,1
000492710,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000492720,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000492750,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000492760,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000492770,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000492780,HUMAN PRESCRIPTION DRUG,cardura,doxazosin mesylate,TABLET,ORAL,0,1
000493160,HUMAN PRESCRIPTION DRUG,vfend,voriconazole,POWDER,ORAL,0,1
000493170,HUMAN PRESCRIPTION DRUG,vfend,voriconazole,TABLET,ORAL,0,1
000493180,HUMAN PRESCRIPTION DRUG,vfend,voriconazole,TABLET,ORAL,0,1
000493410,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,TABLET,ORAL,0,1
000493420,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,TABLET,ORAL,0,1
000493430,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,TABLET,ORAL,0,1
000493440,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,POWDER,ORAL,0,1
000493450,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,POWDER,ORAL,0,1
000493500,HUMAN PRESCRIPTION DRUG,diflucan,fluconazole,TABLET,ORAL,0,1
000494900,HUMAN PRESCRIPTION DRUG,zoloft,sertraline hydrochloride,TABLET,ORAL,0,1
000494910,HUMAN PRESCRIPTION DRUG,zoloft,sertraline hydrochloride,TABLET,ORAL,0,1
000494960,HUMAN PRESCRIPTION DRUG,zoloft,sertraline hydrochloride,TABLET,ORAL,0,1
000520301,HUMAN PRESCRIPTION DRUG,ganirelix acetate,ganirelix acetate,INJECTION,SUBCUTANEOUS,1,0
000520313,HUMAN PRESCRIPTION DRUG,follistim aq,follitropin,INJECTION,SUBCUTANEOUS,0,0
000520316,HUMAN PRESCRIPTION DRUG,follistim aq,follitropin,INJECTION,SUBCUTANEOUS,0,0
000520326,HUMAN PRESCRIPTION DRUG,follistim aq,follitropin,INJECTION,SUBCUTANEOUS,0,0
000540010,HUMAN PRESCRIPTION DRUG,flecainide acetate,flecainide acetate,TABLET,ORAL,1,1
000540011,HUMAN PRESCRIPTION DRUG,flecainide acetate,flecainide acetate,TABLET,ORAL,1,1
000540012,HUMAN PRESCRIPTION DRUG,flecainide acetate,flecainide acetate,TABLET,ORAL,1,1
000540017,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
000540018,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
000540019,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
000540020,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate,TABLET,ORAL,1,1
000540021,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate,TABLET,ORAL,1,1
000540025,HUMAN PRESCRIPTION DRUG,mefloquine hydrochloride,mefloquine hydrochloride,TABLET,ORAL,1,1
000540028,HUMAN PRESCRIPTION DRUG,cilostazol,cilostazol,TABLET,ORAL,1,1
000540044,HUMAN PRESCRIPTION DRUG,cilostazol,cilostazol,TABLET,ORAL,1,1
000540077,HUMAN PRESCRIPTION DRUG,torsemide,torsemide,TABLET,ORAL,1,1
000540079,HUMAN PRESCRIPTION DRUG,balsalazide disodium,balsalazide disodium,CAPSULE,ORAL,1,1
000540080,HUMAN PRESCRIPTION DRUG,exemestane,exemestane,TABLET,ORAL,1,1
000540084,HUMAN PRESCRIPTION DRUG,zaleplon,zaleplon,CAPSULE,ORAL,1,1
000540085,HUMAN PRESCRIPTION DRUG,zaleplon,zaleplon,CAPSULE,ORAL,1,1
000540088,HUMAN PRESCRIPTION DRUG,calcium acetate,calcium acetate,CAPSULE,ORAL,1,1
000540106,HUMAN PRESCRIPTION DRUG,ramipril,ramipril,CAPSULE,ORAL,1,1
000540107,HUMAN PRESCRIPTION DRUG,ramipril,ramipril,CAPSULE,ORAL,1,1
000540108,HUMAN PRESCRIPTION DRUG,ramipril,ramipril,CAPSULE,ORAL,1,1
000540109,HUMAN PRESCRIPTION DRUG,ramipril,ramipril,CAPSULE,ORAL,1,1
000540110,HUMAN PRESCRIPTION DRUG,perindopril erbumine,perindopril erbumine,TABLET,ORAL,1,1
000540111,HUMAN PRESCRIPTION DRUG,perindopril erbumine,perindopril erbumine,TABLET,ORAL,1,1
000540112,HUMAN PRESCRIPTION DRUG,perindopril erbumine,perindopril erbumine,TABLET,ORAL,1,1
000540123,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
000540124,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
000540125,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
000540140,HUMAN PRESCRIPTION DRUG,acarbose,acarbose,TABLET,ORAL,1,1
000540141,HUMAN PRESCRIPTION DRUG,acarbose,acarbose,TABLET,ORAL,1,1
000540142,HUMAN PRESCRIPTION DRUG,acarbose,acarbose,TABLET,ORAL,1,1
000540143,HUMAN PRESCRIPTION DRUG,granisetron hydrochloride,granisetron hydrochloride,TABLET,ORAL,1,1
000540163,HUMAN PRESCRIPTION DRUG,mycophenolate mofetil,mycophenolate mofetil,CAPSULE,ORAL,1,1
000540166,HUMAN PRESCRIPTION DRUG,mycophenolate mofetil,mycophenolate mofetil,TABLET,ORAL,1,1
000540176,HUMAN PRESCRIPTION DRUG,buprenorphine hcl,buprenorphine hcl,TABLET,SUBLINGUAL,1,0
000540177,HUMAN PRESCRIPTION DRUG,buprenorphine hcl,buprenorphine hcl,TABLET,SUBLINGUAL,1,0
000540188,HUMAN PRESCRIPTION DRUG,buprenorphine hydrochloride and naloxone hydrochloride dihydrate,buprenorphine hydrochloride and naloxone hydrochloride dihydrate,TABLET,SUBLINGUAL,1,0
000540189,HUMAN PRESCRIPTION DRUG,buprenorphine hydrochloride and naloxone hydrochloride dihydrate,buprenorphine hydrochloride and naloxone hydrochloride dihydrate,TABLET,SUBLINGUAL,1,0
000540199,HUMAN PRESCRIPTION DRUG,oxcarbazepine,oxcarbazepine,SUSPENSION,ORAL,1,1
000540210,HUMAN PRESCRIPTION DRUG,protriptyline hydrochloride,protriptyline hydrochloride,TABLET,ORAL,1,1
000540211,HUMAN PRESCRIPTION DRUG,protriptyline hydrochloride,protriptyline hydrochloride,TABLET,ORAL,1,1
000540220,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540221,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540222,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540223,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540229,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540230,HUMAN PRESCRIPTION DRUG,quetiapine fumarate,quetiapine fumarate,TABLET,ORAL,1,1
000540235,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
000540236,HUMAN PRESCRIPTION DRUG,morphine sulfate,morphine sulfate,TABLET,ORAL,1,1
000540243,HUMAN PRESCRIPTION DRUG,codeine sulfate,codeine sulfate,TABLET,ORAL,1,1
000540244,HUMAN PRESCRIPTION DRUG,codeine sulfate,codeine sulfate,TABLET,ORAL,1,1
000540245,HUMAN PRESCRIPTION DRUG,codeine sulfate,codeine sulfate,TABLET,ORAL,1,1
000540248,HUMAN PRESCRIPTION DRUG,imatinib mesylate,imatinib mesylate,TABLET,ORAL,1,1
000540249,HUMAN PRESCRIPTION DRUG,imatinib mesylate,imatinib mesylate,TABLET,ORAL,1,1
000540254,HUMAN PRESCRIPTION DRUG,irbesartan and hydrochlorothiazide,irbesartan and hydrochlorothiazide,TABLET,ORAL,1,1
000540255,HUMAN PRESCRIPTION DRUG,irbesartan and hydrochlorothiazide,irbesartan and hydrochlorothiazide,TABLET,ORAL,1,1
000540264,HUMAN PRESCRIPTION DRUG,hydromorphone hydrochloride,hydromorphone hydrochloride,TABLET,ORAL,1,1
000540265,HUMAN PRESCRIPTION DRUG,hydromorphone hydrochloride,hydromorphone hydrochloride,TABLET,ORAL,1,1
000540271,HUMAN PRESCRIPTION DRUG,capecitabine,capecitabine,TABLET,ORAL,1,1
000540272,HUMAN PRESCRIPTION DRUG,capecitabine,capecitabine,TABLET,ORAL,1,1
000540273,HUMAN PRESCRIPTION DRUG,imipramine pamoate,imipramine pamoate,CAPSULE,ORAL,1,1
000540274,HUMAN PRESCRIPTION DRUG,imipramine pamoate,imipramine pamoate,CAPSULE,ORAL,1,1
000540275,HUMAN PRESCRIPTION DRUG,imipramine pamoate,imipramine pamoate,CAPSULE,ORAL,1,1
000540276,HUMAN PRESCRIPTION DRUG,imipramine pamoate,imipramine pamoate,CAPSULE,ORAL,1,1
000540278,HUMAN PRESCRIPTION DRUG,naratriptan,naratriptan,TABLET,ORAL,1,1
000540279,HUMAN PRESCRIPTION DRUG,naratriptan,naratriptan,TABLET,ORAL,1,1
000540283,HUMAN PRESCRIPTION DRUG,oxymorphone hydrochloride,oxymorphone hydrochloride,TABLET,ORAL,1,1
000540284,HUMAN PRESCRIPTION DRUG,oxymorphone hydrochloride,oxymorphone hydrochloride,TABLET,ORAL,1,1
000540295,HUMAN PRESCRIPTION DRUG,alosetron hydrochloride,alosetron hydrochloride,TABLET,ORAL,1,1
000540296,HUMAN PRESCRIPTION DRUG,alosetron hydrochloride,alosetron hydrochloride,TABLET,ORAL,1,1
000540319,HUMAN PRESCRIPTION DRUG,linezolid,linezolid,POWDER,ORAL,1,1
000540334,HUMAN PRESCRIPTION DRUG,cevimeline hydrochloride,cevimeline hydrochloride,CAPSULE,ORAL,1,1
000540347,HUMAN PRESCRIPTION DRUG,tinidazole,tinidazole,TABLET,ORAL,1,1
000540348,HUMAN PRESCRIPTION DRUG,tinidazole,tinidazole,TABLET,ORAL,1,1
000540349,HUMAN PRESCRIPTION DRUG,phenoxybenzamine hydrochloride,phenoxybenzamine hydrochloride,CAPSULE,ORAL,1,1
000540356,HUMAN PRESCRIPTION DRUG,disulfiram,disulfiram,TABLET,ORAL,1,1
000540357,HUMAN PRESCRIPTION DRUG,disulfiram,disulfiram,TABLET,ORAL,1,1
000540382,HUMAN PRESCRIPTION DRUG,cyclophosphamide,cyclophosphamide,CAPSULE,ORAL,1,1
000540383,HUMAN PRESCRIPTION DRUG,cyclophosphamide,cyclophosphamide,CAPSULE,ORAL,1,1
000540389,HUMAN PRESCRIPTION DRUG,methamphetamine hydrochloride,methamphetamine hydrochloride,TABLET,ORAL,1,1
000540399,HUMAN PRESCRIPTION DRUG,bexarotene,bexarotene,CAPSULE,ORAL,1,1
000540400,HUMAN PRESCRIPTION DRUG,desvenlafaxine,desvenlafaxine,TABLET,ORAL,1,1
000540401,HUMAN PRESCRIPTION DRUG,desvenlafaxine,desvenlafaxine,TABLET,ORAL,1,1
000540407,HUMAN PRESCRIPTION DRUG,ritonavir,ritonavir,TABLET,ORAL,1,1
000540413,HUMAN PRESCRIPTION DRUG,febuxostat,febuxostat,TABLET,ORAL,1,1
000540414,HUMAN PRESCRIPTION DRUG,febuxostat,febuxostat,TABLET,ORAL,1,1
000540415,HUMAN PRESCRIPTION DRUG,ethacrynic acid,ethacrynic acid,TABLET,ORAL,1,1
000540425,HUMAN PRESCRIPTION DRUG,rufinamide,rufinamide,TABLET,ORAL,1,1
000540426,HUMAN PRESCRIPTION DRUG,rufinamide,rufinamide,TABLET,ORAL,1,1
000540427,HUMAN PRESCRIPTION DRUG,flucytosine,flucytosine,CAPSULE,ORAL,1,1
000540428,HUMAN PRESCRIPTION DRUG,flucytosine,flucytosine,CAPSULE,ORAL,1,1
000540468,HUMAN PRESCRIPTION DRUG,tetrabenazine,tetrabenazine,TABLET,ORAL,1,1
000540469,HUMAN PRESCRIPTION DRUG,tetrabenazine,tetrabenazine,TABLET,ORAL,1,1
000540470,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540471,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540472,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540479,HUMAN PRESCRIPTION DRUG,dalfampridine,dalfampridine,TABLET,ORAL,1,1
000540480,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540481,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540482,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540497,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540508,HUMAN PRESCRIPTION DRUG,icosapent ethyl,icosapent ethyl,CAPSULE,ORAL,1,1
000540520,HUMAN PRESCRIPTION DRUG,bosentan,bosentan,TABLET,ORAL,1,1
000540521,HUMAN PRESCRIPTION DRUG,bosentan,bosentan,TABLET,ORAL,1,1
000540526,HUMAN PRESCRIPTION DRUG,clobazam,clobazam,TABLET,ORAL,1,1
000540527,HUMAN PRESCRIPTION DRUG,clobazam,clobazam,TABLET,ORAL,1,1
000540528,HUMAN PRESCRIPTION DRUG,rufinamide,rufinamide,SUSPENSION,ORAL,1,1
000540532,HUMAN PRESCRIPTION DRUG,droxidopa,droxidopa,CAPSULE,ORAL,1,1
000540533,HUMAN PRESCRIPTION DRUG,droxidopa,droxidopa,CAPSULE,ORAL,1,1
000540534,HUMAN PRESCRIPTION DRUG,droxidopa,droxidopa,CAPSULE,ORAL,1,1
000540545,HUMAN PRESCRIPTION DRUG,telmisartan and hydrochlorothiazide,telmisartan and hydrochlorothiazide,TABLET,ORAL,1,1
000540546,HUMAN PRESCRIPTION DRUG,telmisartan and hydrochlorothiazide,telmisartan and hydrochlorothiazide,TABLET,ORAL,1,1
000540547,HUMAN PRESCRIPTION DRUG,telmisartan and hydrochlorothiazide,telmisartan and hydrochlorothiazide,TABLET,ORAL,1,1
000540576,HUMAN PRESCRIPTION DRUG,deferiprone,deferiprone,TABLET,ORAL,1,1
000540603,HUMAN PRESCRIPTION DRUG,desvenlafaxine,desvenlafaxine,TABLET,ORAL,1,1
000540604,HUMAN PRESCRIPTION DRUG,everolimus,everolimus,TABLET,ORAL,1,1
000540639,HUMAN PRESCRIPTION DRUG,methylergonovine maleate,methylergonovine maleate,TABLET,ORAL,1,1
000540709,HUMAN PRESCRIPTION DRUG,methadone hydrochloride,methadone hydrochloride,TABLET,ORAL,1,1
000540710,HUMAN PRESCRIPTION DRUG,methadone hydrochloride,methadone hydrochloride,TABLET,ORAL,1,1
000540711,HUMAN PRESCRIPTION DRUG,deferiprone,deferiprone,TABLET,ORAL,1,1
000542526,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate,CAPSULE,ORAL,1,1
000542527,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate,CAPSULE,ORAL,1,1
000542531,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate,CAPSULE,ORAL,1,1
000543566,HUMAN PRESCRIPTION DRUG,midazolam hydrochloride,midazolam hydrochloride,SYRUP,ORAL,1,1
000543630,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,SUSPENSION,ORAL,1,1
000544179,HUMAN PRESCRIPTION DRUG,dexamethasone,dexamethasone,TABLET,ORAL,1,1
